issuer_key,issuer_name,screen_label,disclosure_count,source_row_ids,pool_ids,reference_case_id,reference_label,outcome_status,source_supported_documents,reference_official_exit_year,reference_official_exit_event,reference_case_in_screen_source_rows,shared_reference_screen_document_ids,event_time_alignment,independent_same_event_pairing
苏州吴中国太发展有限公司,苏州吴中国太发展有限公司,nominal_exit,1,sch_20260630_0007,harvest_0007,sch_20260630_0007,nominal_exit,known,doc_sch_20260630_0007_001;doc_sch_20260630_0007_005;doc_sch_20260630_0007_007;doc_sch_20260630_0007_008;doc_sch_20260630_0007_009,2015,Issuer disclosure states that the company does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0007_005;doc_sch_20260630_0007_008,not_established,not_established
苏州市相城城市建设投资集团有限公司,苏州市相城城市建设投资(集团)有限公司,nominal_exit,1,sch_20260630_0077,harvest_0077,expand_js_suzhou_xiangcheng,nominal_exit,known,doc_sch_20260630_0077_001;doc_sch_20260630_0077_002;doc_sch_20260630_0077_003;doc_sch_20260630_0077_004;doc_sch_20260630_0077_006;doc_sch_20260630_0077_007;doc_sch_20260630_0077_008,2015,Prospectus states that the government financing function has been orderly stripped and that identified government debt will be replaced through local government bonds; legal opinion and prospectus also state that the issue will not increase government or hidden debt and will not be directly repaid by fiscal funds.,false,,not_established,not_established
苏州市相城市政建设投资集团有限公司,苏州市相城市政建设投资(集团)有限公司,nominal_exit,1,exp6_20260703_0025,harvest_0212,,,unknown,doc_exp6_20260703_0025_001;doc_exp6_20260703_0025_003;doc_exp6_20260703_0025_004;doc_exp6_20260703_0025_005;doc_exp6_20260703_0025_007,,,false,,no_reference_link,not_established
苏州市轨道交通集团有限公司,苏州市轨道交通集团有限公司,nominal_exit,1,sch_20260630_0063,harvest_0063,,,unknown,doc_sch_20260630_0063_002;doc_sch_20260630_0063_004,,,false,,no_reference_link,not_established
苏州苏高新集团有限公司,苏州苏高新集团有限公司,nominal_exit,1,exp8_20260703_0212,harvest_0224,,,unknown,doc_exp8_20260703_0212_003;doc_exp8_20260703_0212_005,,,false,,no_reference_link,not_established
荆门市城市建设投资有限公司,荆门市城市建设投资有限公司,nominal_exit,1,sch_20260630_0164,harvest_0164,expand_hb_jingmen_chengtou,nominal_exit,known,doc_sch_20260630_0164_001;doc_sch_20260630_0164_002;doc_sch_20260630_0164_004;doc_sch_20260630_0164_005;doc_sch_20260630_0164_007;doc_sch_20260630_0164_008;doc_sch_20260630_0164_010,2015,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions after January 1 2015 and that new debt does not constitute local-government debt or hidden debt.,false,,not_established,not_established
荆门高新技术产业开发有限责任公司,荆门高新技术产业开发有限责任公司,nominal_exit,1,exp8_20260703_0087,harvest_0221,,,unknown,doc_exp8_20260703_0087_004;doc_exp8_20260703_0087_006;doc_exp8_20260703_0087_009,,,false,,no_reference_link,not_established
蚌埠市城市投资控股有限公司,蚌埠市城市投资控股有限公司,nominal_exit,1,exp_20260703_0001,harvest_0176,exp_20260703_0001,nominal_exit,known,doc_exp_20260703_0001_001;doc_exp_20260703_0001_004;doc_exp_20260703_0001_005;doc_exp_20260703_0001_006,2015,Prospectus states that the issuer does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_exp_20260703_0001_001;doc_exp_20260703_0001_005,not_established,not_established
西宁城市发展有限公司,西宁城市发展有限公司,nominal_exit,1,sch_20260630_0041,harvest_0041,,,unknown,doc_sch_20260630_0041_002;doc_sch_20260630_0041_003;doc_sch_20260630_0041_006,,,false,,no_reference_link,not_established
西部重庆科学城江津园区开发建设集团有限公司,西部(重庆)科学城江津园区开发建设集团有限公司,nominal_exit,1,sch_20260630_0168,harvest_0168,,,unknown,doc_sch_20260630_0168_001;doc_sch_20260630_0168_005;doc_sch_20260630_0168_006,,,false,,no_reference_link,not_established
许昌市城投发展集团有限公司,许昌市城投发展集团有限公司,nominal_exit,1,exp2_20260703_0001,harvest_0188,exp2_20260703_0001,nominal_exit,known,doc_exp2_20260703_0001_012;doc_exp2_20260703_0001_013,2015,Prospectus states that the issuer does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_exp2_20260703_0001_013,not_established,not_established
贵州高速公路集团有限公司,贵州高速公路集团有限公司,nominal_exit,1,exp10_20260704_0071,harvest_0241,,,unknown,doc_exp10_20260704_0071_002;doc_exp10_20260704_0071_005;doc_exp10_20260704_0071_006,,,false,,no_reference_link,not_established
重庆市永川区惠通建设发展有限公司,重庆市永川区惠通建设发展有限公司,nominal_exit,2,sch_20260630_0119;sch_20260630_0126,harvest_0119;harvest_0126,,,unknown,doc_sch_20260630_0119_001;doc_sch_20260630_0119_002;doc_sch_20260630_0119_003;doc_sch_20260630_0119_005;doc_sch_20260630_0126_001;doc_sch_20260630_0126_002;doc_sch_20260630_0126_003;doc_sch_20260630_0126_007,,,false,,no_reference_link,not_established
重庆市江津区滨江新城开发建设集团有限公司,重庆市江津区滨江新城开发建设集团有限公司,nominal_exit,1,sch_20260630_0167,harvest_0167,,,unknown,doc_sch_20260630_0167_006;doc_sch_20260630_0167_007,,,false,,no_reference_link,not_established
重庆市江津区珞璜开发建设有限公司,重庆市江津区珞璜开发建设有限公司,nominal_exit,1,sch_20260630_0094,harvest_0094,,,unknown,doc_sch_20260630_0094_001;doc_sch_20260630_0094_008,,,false,,no_reference_link,not_established
镇江文化广电产业集团有限公司,镇江文化广电产业集团有限公司,nominal_exit,1,exp8_20260703_0034,harvest_0218,,,unknown,doc_exp8_20260703_0034_004;doc_exp8_20260703_0034_005,,,false,,no_reference_link,not_established
镇江文化旅游产业集团有限责任公司,镇江文化旅游产业集团有限责任公司,nominal_exit,1,exp8_20260703_0088,harvest_0222,,,unknown,doc_exp8_20260703_0088_002;doc_exp8_20260703_0088_004;doc_exp8_20260703_0088_006;doc_exp8_20260703_0088_007,,,false,,no_reference_link,not_established
长沙天心城市发展集团有限公司,长沙天心城市发展集团有限公司,nominal_exit,1,sch_20260630_0024,harvest_0024,,,unknown,doc_sch_20260630_0024_005;doc_sch_20260630_0024_006;doc_sch_20260630_0024_007;doc_sch_20260630_0024_009;doc_sch_20260630_0024_010,,,false,,no_reference_link,not_established
陕西交通控股集团有限公司,陕西交通控股集团有限公司,nominal_exit,1,sch_20260630_0034,harvest_0034,,,unknown,doc_sch_20260630_0034_004;doc_sch_20260630_0034_005;doc_sch_20260630_0034_008,,,false,,no_reference_link,not_established
陕西建工控股集团有限公司,陕西建工控股集团有限公司,nominal_exit,4,sch_20260630_0072;sch_20260630_0123;sch_20260630_0153;sch_20260630_0171,harvest_0072;harvest_0123;harvest_0153;harvest_0171,,,unknown,doc_sch_20260630_0072_001;doc_sch_20260630_0072_007;doc_sch_20260630_0123_001;doc_sch_20260630_0123_005;doc_sch_20260630_0153_001;doc_sch_20260630_0153_004;doc_sch_20260630_0171_001;doc_sch_20260630_0171_007;doc_sch_20260630_0171_008,,,false,,no_reference_link,not_established
青岛上合控股发展集团有限公司,青岛上合控股发展集团有限公司,nominal_exit,1,sch_20260630_0175,harvest_0175,sch_20260630_0175,nominal_exit,known,doc_sch_20260630_0175_001;doc_sch_20260630_0175_002;doc_sch_20260630_0175_003;doc_sch_20260630_0175_005;doc_sch_20260630_0175_007,2015,Prospectus states that the issuer does not undertake government financing functions and that debt newly incurred since January 1 2015 is not local-government debt.,true,doc_sch_20260630_0175_001,not_established,not_established
青岛国信发展集团有限责任公司,青岛国信发展(集团)有限责任公司,nominal_exit,1,exp8_20260703_0017,harvest_0216,,,unknown,doc_exp8_20260703_0017_002;doc_exp8_20260703_0017_003;doc_exp8_20260703_0017_004;doc_exp8_20260703_0017_006;doc_exp8_20260703_0017_007,,,false,,no_reference_link,not_established
青岛胶州湾发展集团有限公司,青岛胶州湾发展集团有限公司,nominal_exit,1,sch_20260630_0145,harvest_0145,,,unknown,doc_sch_20260630_0145_004;doc_sch_20260630_0145_006,,,false,,no_reference_link,not_established
鹰潭市国有控股集团有限公司,鹰潭市国有控股集团有限公司,nominal_exit,1,exp8_20260703_0021,harvest_0217,,,unknown,doc_exp8_20260703_0021_003;doc_exp8_20260703_0021_004;doc_exp8_20260703_0021_005;doc_exp8_20260703_0021_006,,,false,,no_reference_link,not_established
黄山旅游集团有限公司,黄山旅游集团有限公司,nominal_exit,1,exp8_20260703_0250,harvest_0225,,,unknown,doc_exp8_20260703_0250_005;doc_exp8_20260703_0250_010;doc_exp8_20260703_0250_011,,,false,,no_reference_link,not_established
黄石市东楚投资集团有限公司,黄石市东楚投资集团有限公司,nominal_exit,1,sch_20260630_0054,harvest_0054,sch_20260630_0054,nominal_exit,known,doc_sch_20260630_0054_003;doc_sch_20260630_0054_005;doc_sch_20260630_0054_006;doc_sch_20260630_0054_008,2015,Issuer disclosure states that the company does not undertake government financing functions and that the debt instrument does not create new local-government debt.,true,doc_sch_20260630_0054_005;doc_sch_20260630_0054_008,not_established,not_established
黄石市城市发展投资集团有限公司,黄石市城市发展投资集团有限公司,nominal_exit,7,sch_20260630_0116;sch_20260630_0122;sch_20260630_0124;sch_20260630_0138;sch_20260630_0140;sch_20260630_0143;sch_20260630_0166,harvest_0116;harvest_0122;harvest_0124;harvest_0138;harvest_0140;harvest_0143;harvest_0166,expand_hb_huangshi_chengfa,nominal_exit,known,doc_sch_20260630_0116_001;doc_sch_20260630_0116_003;doc_sch_20260630_0116_005;doc_sch_20260630_0116_008;doc_sch_20260630_0122_002;doc_sch_20260630_0122_003;doc_sch_20260630_0122_005;doc_sch_20260630_0122_006;doc_sch_20260630_0124_003;doc_sch_20260630_0124_005;doc_sch_20260630_0124_007;doc_sch_20260630_0138_001;doc_sch_20260630_0138_003;doc_sch_20260630_0138_007;doc_sch_20260630_0138_008;doc_sch_20260630_0140_003;doc_sch_20260630_0140_005;doc_sch_20260630_0140_006;doc_sch_20260630_0140_008;doc_sch_20260630_0140_009;doc_sch_20260630_0143_003;doc_sch_20260630_0143_004;doc_sch_20260630_0143_006;doc_sch_20260630_0143_007;doc_sch_20260630_0143_008;doc_sch_20260630_0166_001;doc_sch_20260630_0166_003;doc_sch_20260630_0166_005;doc_sch_20260630_0166_007;doc_sch_20260630_0166_009,2015,Prospectus states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the same issue also states that proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,false,,not_established,not_established
