issuer_name,surrogate_rows,source_row_ids,pool_ids,exit_type,exit_type_counts,max_confidence,max_source_coverage_score,max_continued_function_evidence_score,formal_event_examples,continued_function_examples,gold_standard_overlap,gold_case_id,gold_final_label,needs_human_review
广西投资集团金融控股有限公司,1,sch_20260630_0026,harvest_0026,nominal_exit,nominal_exit:1,medium,3,3,中期票据募集资金不用于并购或收购资产。募集资金不用于涉及非经营性项目的融资行为，不用于归还涉及非经营性项目的金融机构贷款，不投放于还款来源主要依靠政府性资金的非经营性项目建设。募集资金投向合法合规，符合有关地方政府性债务管理的相关文件要求，不会增加政府债务规模，不会划转给政府或财政使用，政府不会通过财政资金直接偿还所投放项目的本金及利息。---page14---14发行人举借该期债务募集资金用途符合国办发﹝2018﹞101号文等文件支持,系列的完整产 品线，涉及数百种具体车型，车型单价区间为8-55 万元。 发行人本期债券拟部分用于偿还有息债务，部分用于融资租赁业 务投放，不涉及土地开发整理、基础设施建设、保障房等城建类业务， 不涉及非经营性资产或公益性资产。 发行人本期债券拟偿还有息债务，不涉及土地开发整理、基础设 施建设、保障房等城建类业务，不涉及非经,false,,,true
建安投资控股集团有限公司,1,sch_20260630_0027,harvest_0027,nominal_exit,nominal_exit:1,medium,3,3,会通过财政资金直接偿还该笔债务。政 府仅作为出资人仅以出资额为限承担有限责任，相关债务由地方国有企业作为独 立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能， 自2015年1月1日起新增债务依法不属于地方政府债务。 发行人将严格按照中国银行间市场交易商协会关于非金融企业债务融资工 具募集资金使用有关规定，以及公,定，承担的土地开发或整理业务已经完成，并经客户确认后，依据约定 的金额确认土地开发或整理收入。 ③代建项目收入 代建项目主要是指本公司作为建设主体承建的政府公共基础设施，政府已经对相应 项目承诺回购或与本公司签订代建协议。本公司将已建设完工的代建项目移交或已完成 的代建任务进行结算，经客户确认，在客户取得代建项目控制权时点时确,true,sch_20260630_0027,nominal_exit,true
张家港市城市投资发展集团有限公司,1,sch_20260630_0080,harvest_0080,nominal_exit,nominal_exit:1,medium,3,2,发行人承诺：张家港市国有资产管理中心作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健 全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依 法不属于地方政府债务。 发行人不存在“名股实债”的情况；发行人的土地开发整理业务、基础设施建 设业务和安置,发展集团 有限公司 张家港市杨 舍镇人民中 路 151 号金 城中银大厦 B2201 室、 B2301 室、 B2401 室 授权范围内的公有资产经营管理， 基础设施和公共设施（交通道路、 水电气、市政设施）投资（涉及行 政许可的，取得许可后方可经营）； 房地产开发、销售；信息咨询服务 （不含投资咨询、金融信息咨询）。 （依,true,expand_js_zhangjiagang_chengtou,nominal_exit,true
徐州市交通控股集团有限公司,1,sch_20260630_0046,harvest_0046,nominal_exit,nominal_exit:1,medium,3,3,； 徐州市人民政府国有资产监督管理委员会作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全 信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法 不属于地方政府债务。 经征询徐州市财政局意见，以上情况属实，发行人业务经营合法合规，发行 本期债务融资工具不会新,",334.26 万元、155,864.06 万元、-63,884.13 万元和37,274.16 万元。报告期 内经营性净现金流波动较大，主要是发行人近年来交通基础设施建设项目前期投 入主要依靠发行人自筹及融资，项目建成后形成的应收账款亦采取逐年收回方 式，易受政府拨款进度及节点影响。若发行人经营活动产生的现金流净额持续波 动",true,sch_20260630_0046,nominal_exit,true
徐州经济技术开发区国有资产经营有限责任公司,5,sch_20260630_0015; sch_20260630_0037; sch_20260630_0038; sch_20260630_0045; sch_20260630_0060,harvest_0015; harvest_0037; harvest_0038; harvest_0045; harvest_0060,nominal_exit,nominal_exit:5,medium,3,3,26.com 徐州市经济技术开发区管委会作为出资人仅以出资额为限承担有限责任， 相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露 机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地 方政府债务。 发行人及含合并范围内子公司不存在“名股实债”的情况； 发行人的土地一级开发整理、安置房业务,"务较高风险 截至2026 年3 月末，公司有息债务规模为4,021,518.25 万元，占负债总额 的71.45%，公司负债构成中有息债务规模占比较高。由于城市基础设施项目建 设投入资金量大，建设周期长，公司有息负债一直维持在较高水平，面临有息 负债较高的风险。 3、基础设施建设政策变化风险 发行人基础设施建设业务收入受政府基 | 活动）一般项目：住房租赁；非居住房地产租赁（除依法须经批准的项目外， 凭营业执照依法自主开展经营活动）。 2、发行人的主营业务为土地一级开发整理、安置房业务、基础设施工程、 代建业务、工程施工及开发区内水、电、物业管理的管理营运，发行人的营业 收入由土地整理收入、安置房收入、基础设施代建收入、工程施工收入、水电 费收入、物业",true,sch_20260630_0015,nominal_exit,true
德州德达投资控股集团有限公司,1,sch_20260630_0130,harvest_0130,nominal_exit,nominal_exit:1,medium,3,2,市场化改革，健全完善了公司治理结构，建立 了现代企业制度，实现市场化运营，其承担的地方政府债 务己得到妥善处置，不再承担地方政府举债融资职能。” 因此，发行人已退出地方政府融资平台类贷款管理，而作 为一般公司类。 发行人不属于地方融资平台公司，不承担政府投资项目 融资功能。 五、对投资人保护相关内容的法律意见 根据 《募集说明书》,发行人经营职能主要包含三个方面，分别为承担中心 城区市政投资建设；承担中心城区土地开发经营及运营授 权范围内国有经营和准经营性资产。具体来看，主营业务 包括城市基础设施建设、土地的开发整理、租赁、供热、 燃气和房地产业务六大板块。其中，基础设施建设板块是 发行人收入的主要来源，发行人根据德州市整体规划开展 相关业务；租赁板块由,true,expand_sd_dezhou_deda,nominal_exit,true
成都产业投资集团有限公司,1,exp_20260703_0004,harvest_0179,nominal_exit,nominal_exit:1,medium,3,2,政府债务或政府隐性债务规模，不会用于非经营性资产，不会 划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人承诺 将进一步健全信息披露机制，发行人不承担政府融资职能，自2015 年1 月1 日 起其新增债务依法不属于地方政府债务。地方政府作为出资人仅以出资额为限承 担有限责任，相关举借债务由地方国有企业作为独立法人负责,经济周期具有较强相关性。未来中国经济面对的不确定 因素较多，经济形势更复杂，经济发展具有一定的不确定性，如果未来中国经济增长 放缓或出现衰退，居民消费能力和城市基础设施的需求将因此受到负面影响，可能对 发行人的盈利能力产生不利影响。 2、项目投资决策风险 发行人下属子公司成都创新风险投资有限公司主要负责风险投资、托管经营、投,false,,,true
扬州建工控股集团有限公司,1,sch_20260630_0149,harvest_0149,nominal_exit,nominal_exit:1,medium,3,3,法人负责偿还。发行人将进一步健全信息披 --- page 34 --- 扬州建工控股集团有限公司2026 年度第一期短期融资券募集说明书 33 露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于 地方政府债务。 1、截至本募集说明书出具日，发行人不存在“名股实债”、股东借款、借贷 资金等债务性资金和以,末，发行人的资产负债率分别为82.55%、79.99%、79.06%和79.42%， 资产负债率较高，偿债能力存在一定风险。 20、安全生产风险 公司承建的城市基础设施项目主要为城市基础设施重点工程项目，项目建设周期较长， 在项目建设期间，可能遇到不可抗拒的自然灾害、意外事故，突发状况等对工程进度以及 施工质量造成较大压力，从,false,,,true
扬州新材料投资集团有限公司,1,sch_20260630_0121,harvest_0121,nominal_exit,nominal_exit:1,medium,3,2,关规定，相关情况如下： （1）扬州市政府作为出资人仅以出资额为限承担有限责任，相关举借债务 由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制。发行人不 承担政府融资职能，自2015 年1 月1 日起其新增债务依法不属于地方政府债务。 （2）发行人本部不存在“名股实债”的情况，下属公司扬州华涵置业有限 公司存在“名股实债”，,"o 31 åÿ|ø注Ý资q 171,813.12 万元2 21|øѫ要经营活ú ᡯ地产开发经营ÿ化工产业投资ÿ化工高新ᢰ术企业投资ÿ化工产品仓储ÿ化工产业基础设施建设ÿ金 属材料销售ÿ汽车租赁ÿ商ó信o咨询服óÿP述项目î及前置û批的除外ĀĀ自营和代理各类商品及ᢰ术 的ß出口业óÿÿ家限定企业经营或禁kß出口的商品和ᢰ术",false,,,true
抚州市市属国有资产投资控股集团有限公司,1,sch_20260630_0148,harvest_0148,nominal_exit,nominal_exit:1,medium,3,2,"投资，中心城区土地开发（以上经营项目国家有专项规定 的从其规定）（依法须经批准的项目,经相关部门批准后方可开展经营活动）。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 发行人合法合规情况： （一）发行人目前不存在“名股实债”的情况。发行人无其他以“名股实","专用车的整车、零部件、机电产品的销售及售后服务；对城市供 水及供水工程的投资、对酒店业的投资、对体育文化产业的投资，投资、经营、管理：城市土地资 产、城市、农村基础设施、交通基础设施及房地产、农业综合开发、水利工程投资，中心城区土地 开发（以上经营项目国家有专项规定的从其规定）（依法须经批准的项目,经相关部门批准后方可开 展经",true,expand_jx_fuzhou_guozi,nominal_exit,true
新乡投资集团有限公司,1,sch_20260630_0159,harvest_0159,nominal_exit,nominal_exit:1,medium,3,3,其他主体举借债务或提供担保的情况。新乡市 政府作为出资人仅以出资额为限承担有限责任，相关举借债务由公司作为独立 法人负责偿还。公司将进一步健全信息披露机制，公司不承担政府融资职能， 自2015年1月1日起新增债务依法不属于地方政府债务。发行本期债务融资工具 不会增加地方政府债务及地方政府隐性债务。 7、经征询新乡市财政局，以上情况,重要事项 情形。 1、发行人进行的资产置换 为进一步推进国有企业深化改革，加强国有企业市场化运营能力，发行人 根据新乡市政府统一安排，将公司公园、道路等城市基础设施项目资产置出给 新乡市财政局及其他政府相关单位，同时接收新乡市自然资源和规划局、卫辉 市卫财国有资产经营管理有限公司置入的地热资源收益权、卫辉投资集团有限 公司,false,,,true
新疆城建(集团)股份有限公司,1,sch_20260630_0056,harvest_0056,nominal_exit,nominal_exit:1,medium,3,3,借债务或提供担保；地方政府（或相关部门）作为出资人仅以出资 额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步 健全信息披露机制，公司不承担政府融资职能，自2015年1月1日起新增债务依法不属于 地方政府债务。发行人工程施工业务中的BT项目协议均在2014年之前签署，后续未新 增BT项目，上述BT项目模式合,新疆乌鲁木齐经济技术开发区（头屯河区）阳澄湖路98 号能 建大厦32 层3205 室 经营范围 投融资管理，基金管理，股权投资，产权交易代理中介服务； 城市基础设施配套项目建设管理、拆迁安置及服务，资产经营 管理，房屋、设备、场地租赁，投资理财咨询服务，物业管理， 城市园林绿化，酒店、写字楼、商场、停车场商业设施的开发 投,true,sch_20260630_0056,nominal_exit,true
无锡市国联发展(集团)有限公司,3,sch_20260630_0022; sch_20260630_0103; sch_20260630_0104,harvest_0022; harvest_0103; harvest_0104,nominal_exit,nominal_exit:3,medium,3,3,法律法规及政策要求的企业生产经营活动。发行人承诺将加强募集资金管控，严格按照约定用途使用募集资金。发行人承诺举借该期债务募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人承诺募集资金不用于上市公司二级市场股票投资（参与上市公司定向增发、协议转 | 营活动。发行人承诺将加强募集资金管控，严格按照约定用途使用募集资金，严格按照约定用途使用募集资金。发行人承诺举借该期债务募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人承诺募集资金不用于上市公司二级市场股票投资（参与上市公司定向增发、协议转,，减半征收第三年 （7）根据《中华人民共和国企业所得税法》第二十七条第二款和财政部、国家税务总局、国家发展 和改革委员会财税[2008]116号《关于公布<公共基础设施项目企业所得税优惠目录(2008年版)>的通知》， 本公司之控股子公司华光环能，其控股子公司中设国联及其子公司太阳能发电项目的投资经营的所得， 自项目取得第一笔,false,,,true
无锡市高新区创业投资控股集团有限公司,1,sch_20260630_0059,harvest_0059,nominal_exit,nominal_exit:1,medium,3,3,符合国家相关产业政策、法律法规及协会相关自律规则。发行人承诺募集资金运用不得违反《关于规范金融机构资产管理业务的指导意见》（银发〔2018〕106号）等相关规定，承诺本次债务募集资金用途符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模。发行人承诺，募集资金不得用于归还金融子公司的有息负债、对金融子公司出资；不得直接用于参股公司、上市公司二级市场股票投资等；不用于并购或收购资产（另---page35,"9 月 25 日，法定代表人为黄际 洲，注册资本 1,810,500 万元，经营范围：从事企业资产的收购、重组、转让；利用自 有资金对外投资；受托资产管理；城市基础设施建设和管理；土地平整；建设工程施 工；自有房屋租赁（不含融资租赁）；物业管理。（依法须经批准的项目，经相关部 门批准后方可开展经营活动）一般项目：企业管理咨询（",false,,,true
日照城投集团有限公司,1,sch_20260630_0132,harvest_0132,nominal_exit,nominal_exit:1,medium,3,3,诺，日照市人民政府国有资产监督管理委员会作为出资人仅以出 资额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行 人将进一步健全信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日 起新增债务依法不属于地方政府债务。 截至报告期末，发行人业务合法合规情况如下： --- page 40 --- 日照城,本公司所属行业为投资与资产管理，主要经营范围包括：城市建设投融资和运维主体， 承担城市建设、开发、投资、经营、民生服务和国有资产保值增值等职能，主要从事重 大基础设施建设、水务环保、文化体育旅游、安保物业、人防资产运营、园林环卫、房 地产及城市资源的投融资、开发与运营等业务。围绕产业链向工程建设项目规划、设计、 开发、施工、,true,sch_20260630_0132,nominal_exit,true
昆明市交通投资集团有限责任公司,2,sch_20260630_0155; sch_20260630_0163,harvest_0155; harvest_0163,nominal_exit,nominal_exit:2,medium,3,3,公司 2026 年度第二期短期融资券募集说明书 41 发行人承诺，发行本期债务融资工具不涉及重复匡算资金用途的情况。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起其新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管 理规程》的规定， | 公司 2026 年度第一期短期融资券募集说明书 40 发行人承诺，发行本期债务融资工具不涉及重复匡算资金用途的情况。 发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起其新增债务依法不属于地方政府债务。 发行人已按照《银行间债券市场非金融企业债务融资工具募集资金用途管 理规程》的规定，,项对手方 存在资信状况恶化的情形，发行人应收款项坏账准备计提存在计提不足或可能 大幅增加的风险。 3、区域性金融风险 发行人作为昆明市政府批准成立的城市交通基础设施建设的投资运营主 体，是昆明主要市属国有企业之一。如果云南省或昆明市国有企业出现区域性 系统性金融风险事件，可能影响公司获得银行贷款、直接融资资金的能力。若 公 | 法律意见书 3 市基础设施投资建设有限公司） 供应链公司 指 云南昆交投供应链管理有限公司 现代物流 指 昆明现代物流发展集团有限公司 昆明建设/昆明二建 指 昆明建投建设工程集,true,sch_20260630_0155,nominal_exit,true
昆明市土地开发投资经营有限责任公司,1,exp2_20260703_0018,harvest_0193,nominal_exit,nominal_exit:1,medium,3,2,督管理委员会（以下简称“昆明市国资委”） 作为出资人仅以出资额为限承担有限责任，相关举借债务由发行人作为独立法 人负责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能， 自2015年1月1日起新增债务依法不属于地方政府债务。 发行人业务合法合规性情况： （1）“名股实债” 截至2016年底，昆明市国资委对全部信托资,、收回收购、拆迁安置等工作，按照批准的 规划要求组织实施道路、供水、供电、供气、排水、通讯、照明、绿化、土地平整等为完善和提升 土地使用功能的配套设施建设和城市基础设施建设，使该区域范围内土地具备规定的供应条件。本 公司完成受托整理的土地一级开发后，将相关土地移交至土储中心，由土储中心进行土地储备，即 根据完成的委托事项及交付,false,,,true
晋中市公用基础设施投资控股(集团)有限公司,2,exp_20260703_0008; exp_20260703_0019,harvest_0182; harvest_0185,nominal_exit,nominal_exit:2,medium,3,3,门批准后方可开展经营活动） 晋中市人民政府作为出资人仅以出资额为限承担有限责任，相关举借债务由 发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担 政府融资职能，自2015年1月1日起新增债务依法不属于地方政府债务。 发行人业务合法合规性情况： 1、发行人不存在“名股实债”的情况； 2、发行人基础设施建设业务开展合,--- page 1 --- 山西华炬律师事务所关于 晋中市公用基础设施投资控股（集团）有限公司 2026 年度第二期短期融资券的 法律意见书 太原市长风商务区长兴北街1号华润大厦T4座34-35层 | --- page 1 --- 山西华炬律师事务所关于 晋中市公用基础设施投资控股（集团）有限公司 2026 年度第一期短期融资券的 法律意见书 太原市长风商务区长兴北街1号华润大厦T4座34-35层,true,exp_20260703_0008,nominal_exit,true
晋江市国有资本投资运营有限责任公司,1,exp_20260703_0007,harvest_0181,nominal_exit,nominal_exit:1,medium,3,2,开展经营活动） 晋江市国有资产运营保障中心作为出资人仅以出资额为限承担有限责任，相关举 借债务由发行人作为独立法人负责偿还。发行人将进一步健全信息披露机制，公司不 承担政府融资职能，自2015 年1 月1 日起新增债务依法不属于地方政府债务。 截至本募集说明书签署日，发行人符合国发[2010]19 号文、国发[2014]43 号文、,"文教园项目 250,571,914.64 250,571,914.64 13,817,633.01 13,817,633.01 晋江乡村振兴一期紫帽山生态及旅游基础设施提升 项目 206,604,534.39 206,604,534.39 97,354,271.76 97,354,271.76 国道G228 线滨海风景道 1,",false,,,true
景德镇市城市建设投资集团有限责任公司,1,sch_20260630_0111,harvest_0111,nominal_exit,nominal_exit:1,medium,3,2,企业，景德镇市城市发展集团有限责任公司作为 出资人，仅以出资额为限承担有限责任，相关举借债务由发行人作为独立法人负 责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债务依法不属于地方政府债务。 经发行人核查，截至募集说明书签署日，发行人符合国发[2014]43 号文、国 办发[2,镇市昌南新区昌南发展中心五楼 （二） 企业的业务性质和主要经营活动。 本公司业务性质：土地一级开发，公共服务设施建设，房地产开发 本公司主要经营活动：土地开发、基础设施建设及运营、基本建设、房地产开发；资 产收购、资产处置、资产管理、项目投资管理、实业投资（以自有资金进行项目投资）、 资本运营；陶瓷、建材、钢材的制造、销售；苗,true,expand_jx_jingdezhen_chengtou,nominal_exit,true
武汉光谷金融控股集团有限公司,1,sch_20260630_0009,harvest_0009,nominal_exit,nominal_exit:1,medium,3,2,文、审计署2013年第24号和32号公告、财预〔2017〕50号文、财预〔2017〕87号、财金〔2018〕23号文等国家相关政策、“六真”原则；6、本次发行募集资金用途符合国家政策要求，发行人还款来源符合现行相关法律、法规的规定，本次发行不会增加政府债务或政府隐性债务规模。本法律意见书正本一式四份，经本所律师签字并经本所盖章后生效。（以下无正文）---page46---45（本页为《北京市通商（武汉）律师事务所关于武汉光谷金融控股集团,"，机构规格为正 厅级。 武汉高科国有控股集团有限公司成立于2001年1月，注册资本为 1,000,000.00万元，经营范围为一般项目：开展高新技术产业、城市基础设施、 环保、生态农业、商贸、旅游等领域的投资；电子产品批发；文化创意产业和 衍生产品开发和销售；房地产开发；商品房销售；物业管理和配套服务；住房 租赁；非居住房地",false,,,true
江苏交通控股有限公司,1,sch_20260630_0098,harvest_0098,nominal_exit,nominal_exit:1,medium,3,3,法律法规及政策要求的正常生产经营活动。发行人承诺将加强募集资金管控，严格按照约定用途使用募集资金。发行人承诺举借该期债务募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人承诺募集资金应用于符合国家法律法规及政策要求的流动资金需要，不用于长期投,00%。同时，发行人的注册资本增加至46 亿元，注册号变更为 3200001101280，经营范围变更为：在省政府授权范围内，从事国有资产经营、 管理；有关交通基础设施、交通运输及相关产业的投资、建设、经营和管理；实 业投资等。 2004 年9 月，根据江苏省人民政府《省政府关于合并重组江苏交通控股有 限公司和江苏交通产业集团,false,,,true
江苏腾海投资控股集团有限公司,1,sch_20260630_0019,harvest_0019,nominal_exit,nominal_exit:1,medium,3,2,行人承诺：江苏开晟产业发展集团有限公司作为出资人仅以出资额为限 承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一 步健全信息披露机制，发行人不承担政府融资职能，自 2015 年 1 月 1 日起新增 债务依法不属于地方政府债务。 发行人业务的合法合规性： 1、发行人合并范围内不存在“名股实债”； 2、发行人无土地,地址：海安市城东镇东海大道东 69 号。 统一社会信用代码：91320621088198508M。 （二）公司的业务性质和主要经营活动 本公司主要经营范围：城镇基础设施、交通基础设施及市政公用项目投资；物业管 理；建筑物非爆破拆除工程专业承包；建筑工程专业承包；河湖整治工程专业承包；水 利水电工程施工总承包（凭资质证书承接业务,true,sch_20260630_0019,nominal_exit,true
江苏高淳国际慢城文化旅游产业投资集团有限公司,1,sch_20260630_0142,harvest_0142,nominal_exit,nominal_exit:1,medium,3,2,京市高淳区人民政府国有资产监督管理办公室作为出资人仅以出资额为 限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一 步健全信息披露机制，公司不承担政府融资职能，自 2015 年 1 月 1 日起新增债 务依法不属于地方政府债务。 二、发行人历史沿革 发行人前身为江苏高淳国际慢城文化旅游产业投资有限公司，是经南京市,17 销售；国内外旅游业务；旅游线路、旅游项目开发；会议、会展服务；基础设施建设、管理；文化 体育设施、 景区游乐设施、 基础设施旅游项目、 交通设施开发、 管理； 房地产开发； 旅游用品批发、 零售；票务代理；道路旅客运输、车辆租赁。,true,sch_20260630_0142,nominal_exit,true
江西省国有资本运营控股集团有限公司,1,sch_20260630_0157,harvest_0157,nominal_exit,nominal_exit:1,medium,3,3,及时披露有关信息。并承诺发行人将加强募集资金管控，严格按照约定用途使用募集资金。举借该期债务募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务---page20---20管理相关文件要求，不会增加政府债务，不涉及虚假化解或新增政府隐性债务，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。募集资金投向不用于体育中心、艺术馆、博物馆、图书馆等还款来源主,-- 24 工程项目 项目业主 项目 启动 年份 预期/ 已结束 年份 预计投 资总额 累计完 成投资 预计回购期限 累计回 笼资金 沿江中南大 道 南昌城投 基础设施 开发有限 公司 2012 年 2018 年 12.51 12.51 2014/07-2022/12 9.55 梅岭示范镇 南昌市湾 里区梅岭 镇人民政 府 2,false,,,true
江阴高新区投资开发有限公司,1,sch_20260630_0029,harvest_0029,nominal_exit,nominal_exit:1,medium,3,3,江阴市人民政府国有资产监督管理办公室作为出资人仅以出资额为限承担 有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将进一步健全 信息披露机制，公司不承担政府融资职能，自2015 年1 月1 日起新增债务依法 不属于地方政府债务。 二、发行人历史沿革 江阴高新区投资开发有限公司，原名江阴经济开发区投资开发有限公司，成,48%，利润总额同比下降76.14%，净 利润同比下降76.56%。2025 年度营业利润较2024 年度大幅减少的原因系政府 补贴减少所致。发行人将加大已完工基础设施代建项目及保障房项目回款催收力 度，减小营收波动。 --- page 8 --- 江阴高新区投资开发有限公司2026 年度第一期中期票据募集说明书,true,sch_20260630_0029,nominal_exit,true
河北顺德投资集团有限公司,1,sch_20260630_0005,harvest_0005,nominal_exit,nominal_exit:1,medium,3,3,诺：邢台市人民政府国有资产监督管理委员会作为出资人仅以出资 额为限承担有限责任，相关举借债务由发行人作为独立法人负责偿还。发行人将 进一步健全信息披露机制，公司不承担政府融资职能，自2015年1月1日起新增债 务依法不属于地方政府债务。 发行人曾存在“名股实债”的情况。2017年7月，邢台市城发投股权投资基金 中心（有限合伙）（简称,管理，本公司及各子公司主要业务板块包括：供热、燃气、供水、水处理、建筑施工、 旅游、广告、融资租赁、融资担保、非融资担保、物业管理、房地产开发、土地整理、 城市基础设施投资、运营和管理、市政建设、建设交易、工程质量检测等业务。企业法 人营业执照规定经营范围：一般项目：自有资金投资的资产管理服务；以自有资金从事 投资活动；企业总,true,sch_20260630_0005,nominal_exit,true
河南交通投资集团有限公司,1,exp_20260703_0003,harvest_0178,nominal_exit,nominal_exit:1,medium,3,3,开发等国家限制性行业，不用于发行人金融板块的任何业务，不用于委托贷款、股权、理财等任何形式的投资活动。发行人举借该期债务募集资金用途符合国办发〔2018〕101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务或政府隐性债务规模，不会用于非经营性资产，不会划转给政府或财政使用，政府不会通过财政资金直接偿还该笔债务。发行人募集资金投向不用于体育中心、艺术馆、博物馆、图书馆等还款来源主要依靠财政,对外承 包工程；公路水运工程试验检测服务；劳务服务(不含劳务派遣)(除依法须经批准的项目外， 凭营业执照依法自主开展经营活动)。 主要职能：履行政府赋予的交通基础设施和交通运输产业等投融资职责，负责相关项目 的资金筹措、投资、建设以及资产管理，确保国有资产保值增值。 其一、代表省政府对公路、水运、航空等交通基础设施项目和运,false,,,true
河南创新投资集团有限公司,1,sch_20260630_0036,harvest_0036,nominal_exit,nominal_exit:1,medium,3,3,商品房项目贷款；不用于保障房（含棚户区改造）项目建设或偿还保障房（含棚户区改造）项目贷款。发行人承诺，发行人举借该期债务募集资金用途符合国办发[2018]101号文等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相关文件要求，不会增加政府债务规模且不会用于非经营性资产，不会新增政府隐性债务规模，不会划转给政府使用，政府不会通过财政资产直接偿还该笔债务。本次发行的债务融资工具募集资金仅用于符合国家法律法规及政策要求的企业生产,的非经营性项目建设；募集资金不用于金融投资、土地一级开 发；不用于普通商品房建设或偿还普通商品房项目贷款；不用于保障房（含棚户 区改造）项目建设或偿还保障房（含棚户区改造）项目贷款。 发行人承诺，发行人举借该期债务募集资金用途符合国办发[2018]101 号文 等文件支持的相关领域，符合党中央、国务院关于地方政府性债务管理相,false,,,true
河南航空港投资集团有限公司,1,sch_20260630_0014,harvest_0014,nominal_exit,nominal_exit:1,medium,3,3,营业执照依法自主开展经营活动） 河南财政厅作为出资人仅以出资额为限承担有限责任，相关举借债务由发行人作为 独立法人负责偿还。发行人将进一步健全信息披露机制，公司不承担政府融资职能，自 2015 年1 月1 日起新增债务依法不属于地方政府债务。 发行人合法合规性说明： （1）发行人合并范围内子公司存在以“名股实债”融资的情况，为郑州航,文件颁布后不存在以“名股实债”形式注 资的情况，除上述情况外，发行人及其合并范围内的子公司不存在“名股实债” 情况。 （3）发行人主营业务涉及土地开发整理业务、基础设施建设业务、保障性安 居住房等，业务开展均合法合规。 （4）发行人未参与PPP项目，不存在政府投资基金、（财政资金回购的）BT、 回购其他主体项目和替政府项目垫资,true,sch_20260630_0014,nominal_exit,true
